OrderID,OrderDate,CustomerID,ShipCity,ShipCountry,ProductID,ProductName,CategoryName,UnitPrice,DealUnitPrice,Quantity,Discount,TotalSales,TotalSales_AfterDiscount
10254,1996-07-11 00:00:00.000,CHOPS,Bern,Switzerland,55,Pâté chinois,Meat/Poultry,24,"19,2",21,"0,15","403,2","342,72"
10254,1996-07-11 00:00:00.000,CHOPS,Bern,Switzerland,74,Longlife Tofu,Produce,10,8,21,0,168,168
10255,1996-07-12 00:00:00.000,RICSU,Genève,Switzerland,2,Chang,Beverages,19,"15,2",20,0,304,304
10255,1996-07-12 00:00:00.000,RICSU,Genève,Switzerland,16,Pavlova,Confections,"17,45","13,9",35,0,"486,5","486,5"
10255,1996-07-12 00:00:00.000,RICSU,Genève,Switzerland,36,Inlagd Sill,Seafood,19,"15,2",25,0,380,380
10255,1996-07-12 00:00:00.000,RICSU,Genève,Switzerland,59,Raclette Courdavault,Dairy Products,55,44,30,0,1320,1320
10256,1996-07-15 00:00:00.000,WELLI,Resende,Brazil,53,Perth Pasties,Meat/Poultry,"32,8","26,2",15,0,393,393
10256,1996-07-15 00:00:00.000,WELLI,Resende,Brazil,77,Original Frankfurter grüne Soße,Condiments,13,"10,4",12,0,"124,8","124,8"
10257,1996-07-16 00:00:00.000,HILAA,San Cristóbal,Venezuela,27,Schoggi Schokolade,Confections,"43,9","35,1",25,0,"877,5","877,5"
10257,1996-07-16 00:00:00.000,HILAA,San Cristóbal,Venezuela,39,Chartreuse verte,Beverages,18,"14,4",6,0,"86,4","86,4"
10257,1996-07-16 00:00:00.000,HILAA,San Cristóbal,Venezuela,77,Original Frankfurter grüne Soße,Condiments,13,"10,4",15,0,156,156
10258,1996-07-17 00:00:00.000,ERNSH,Graz,Austria,2,Chang,Beverages,19,"15,2",50,"0,2",760,608
10258,1996-07-17 00:00:00.000,ERNSH,Graz,Austria,5,Chef Anton's Gumbo Mix,Condiments,"21,35",17,65,"0,2",1105,884
10258,1996-07-17 00:00:00.000,ERNSH,Graz,Austria,32,Mascarpone Fabioli,Dairy Products,32,"25,6",6,"0,2","153,6","122,88"
10259,1996-07-18 00:00:00.000,CENTC,México D.F.,Mexico,21,Sir Rodney's Scones,Confections,10,8,10,0,80,80
10259,1996-07-18 00:00:00.000,CENTC,México D.F.,Mexico,37,Gravad lax,Seafood,26,"20,8",1,0,"20,8","20,8"
10260,1996-07-19 00:00:00.000,OTTIK,Köln,Germany,41,Jack's New England Clam Chowder,Seafood,"9,65","7,7",16,"0,25","123,2","92,39999"
10260,1996-07-19 00:00:00.000,OTTIK,Köln,Germany,57,Ravioli Angelo,Grains/Cereals,"19,5","15,6",50,0,780,780
10260,1996-07-19 00:00:00.000,OTTIK,Köln,Germany,62,Tarte au sucre,Confections,"49,3","39,4",15,"0,25",591,"443,25"
10260,1996-07-19 00:00:00.000,OTTIK,Köln,Germany,70,Outback Lager,Beverages,15,12,21,"0,25",252,189
10261,1996-07-19 00:00:00.000,QUEDE,Rio de Janeiro,Brazil,21,Sir Rodney's Scones,Confections,10,8,20,0,160,160
10261,1996-07-19 00:00:00.000,QUEDE,Rio de Janeiro,Brazil,35,Steeleye Stout,Beverages,18,"14,4",20,0,288,288
10262,1996-07-22 00:00:00.000,RATTC,Albuquerque,USA,5,Chef Anton's Gumbo Mix,Condiments,"21,35",17,12,"0,2",204,"163,2"
10262,1996-07-22 00:00:00.000,RATTC,Albuquerque,USA,7,Uncle Bob's Organic Dried Pears,Produce,30,24,15,0,360,360
10262,1996-07-22 00:00:00.000,RATTC,Albuquerque,USA,56,Gnocchi di nonna Alice,Grains/Cereals,38,"30,4",2,0,"60,8","60,8"
10263,1996-07-23 00:00:00.000,ERNSH,Graz,Austria,16,Pavlova,Confections,"17,45","13,9",60,"0,25",834,"625,5"
10263,1996-07-23 00:00:00.000,ERNSH,Graz,Austria,24,Guaraná Fantástica,Beverages,"4,5","3,6",28,0,"100,8","100,8"
10263,1996-07-23 00:00:00.000,ERNSH,Graz,Austria,30,Nord-Ost Matjeshering,Seafood,"25,89","20,7",60,"0,25",1242,"931,5"
10263,1996-07-23 00:00:00.000,ERNSH,Graz,Austria,74,Longlife Tofu,Produce,10,8,36,"0,25",288,216
10264,1996-07-24 00:00:00.000,FOLKO,Bräcke,Sweden,2,Chang,Beverages,19,"15,2",35,0,532,532
10264,1996-07-24 00:00:00.000,FOLKO,Bräcke,Sweden,41,Jack's New England Clam Chowder,Seafood,"9,65","7,7",25,"0,15","192,5","163,625"
10265,1996-07-25 00:00:00.000,BLONP,Strasbourg,France,17,Alice Mutton,Meat/Poultry,39,"31,2",30,0,936,936
10265,1996-07-25 00:00:00.000,BLONP,Strasbourg,France,70,Outback Lager,Beverages,15,12,20,0,240,240
10266,1996-07-26 00:00:00.000,WARTH,Oulu,Finland,12,Queso Manchego La Pastora,Dairy Products,38,"30,4",12,"0,05","364,8","346,56"
10267,1996-07-29 00:00:00.000,FRANK,München,Germany,40,Boston Crab Meat,Seafood,"18,4","14,7",50,0,735,735
10267,1996-07-29 00:00:00.000,FRANK,München,Germany,59,Raclette Courdavault,Dairy Products,55,44,70,"0,15",3080,2618
10267,1996-07-29 00:00:00.000,FRANK,München,Germany,76,Lakkalikööri,Beverages,18,"14,4",15,"0,15",216,"183,6"
10268,1996-07-30 00:00:00.000,GROSR,Caracas,Venezuela,29,Thüringer Rostbratwurst,Meat/Poultry,"123,79",99,10,0,990,990
10268,1996-07-30 00:00:00.000,GROSR,Caracas,Venezuela,72,Mozzarella di Giovanni,Dairy Products,"34,8","27,8",4,0,"111,2","111,2"
10269,1996-07-31 00:00:00.000,WHITC,Seattle,USA,33,Geitost,Dairy Products,"2,5",2,60,"0,05",120,114
10269,1996-07-31 00:00:00.000,WHITC,Seattle,USA,72,Mozzarella di Giovanni,Dairy Products,"34,8","27,8",20,"0,05",556,"528,2"
10270,1996-08-01 00:00:00.000,WARTH,Oulu,Finland,36,Inlagd Sill,Seafood,19,"15,2",30,0,456,456
10270,1996-08-01 00:00:00.000,WARTH,Oulu,Finland,43,Ipoh Coffee,Beverages,46,"36,8",25,0,920,920
10271,1996-08-01 00:00:00.000,SPLIR,Lander,USA,33,Geitost,Dairy Products,"2,5",2,24,0,48,48
10272,1996-08-02 00:00:00.000,RATTC,Albuquerque,USA,20,Sir Rodney's Marmalade,Confections,81,"64,8",6,0,"388,8","388,8"
10272,1996-08-02 00:00:00.000,RATTC,Albuquerque,USA,31,Gorgonzola Telino,Dairy Products,"12,5",10,40,0,400,400
10272,1996-08-02 00:00:00.000,RATTC,Albuquerque,USA,72,Mozzarella di Giovanni,Dairy Products,"34,8","27,8",24,0,"667,2","667,2"
10273,1996-08-05 00:00:00.000,QUICK,Cunewalde,Germany,10,Ikura,Seafood,31,"24,8",24,"0,05","595,2","565,44"
10273,1996-08-05 00:00:00.000,QUICK,Cunewalde,Germany,31,Gorgonzola Telino,Dairy Products,"12,5",10,15,"0,05",150,"142,5"
10273,1996-08-05 00:00:00.000,QUICK,Cunewalde,Germany,33,Geitost,Dairy Products,"2,5",2,20,0,40,40
10273,1996-08-05 00:00:00.000,QUICK,Cunewalde,Germany,40,Boston Crab Meat,Seafood,"18,4","14,7",60,"0,05",882,"837,9"
10273,1996-08-05 00:00:00.000,QUICK,Cunewalde,Germany,76,Lakkalikööri,Beverages,18,"14,4",33,"0,05","475,2","451,44"
10274,1996-08-06 00:00:00.000,VINET,Reims,France,71,Flotemysost,Dairy Products,"21,5","17,2",20,0,344,344
10274,1996-08-06 00:00:00.000,VINET,Reims,France,72,Mozzarella di Giovanni,Dairy Products,"34,8","27,8",7,0,"194,6","194,6"
10275,1996-08-07 00:00:00.000,MAGAA,Bergamo,Italy,24,Guaraná Fantástica,Beverages,"4,5","3,6",12,"0,05","43,2","41,04"
10275,1996-08-07 00:00:00.000,MAGAA,Bergamo,Italy,59,Raclette Courdavault,Dairy Products,55,44,6,"0,05",264,"250,8"
10276,1996-08-08 00:00:00.000,TORTU,México D.F.,Mexico,10,Ikura,Seafood,31,"24,8",15,0,372,372
10276,1996-08-08 00:00:00.000,TORTU,México D.F.,Mexico,13,Konbu,Seafood,6,"4,8",10,0,48,48
10277,1996-08-09 00:00:00.000,MORGK,Leipzig,Germany,28,Rössle Sauerkraut,Produce,"45,6","36,4",20,0,728,728
10277,1996-08-09 00:00:00.000,MORGK,Leipzig,Germany,62,Tarte au sucre,Confections,"49,3","39,4",12,0,"472,8","472,8"
10278,1996-08-12 00:00:00.000,BERGS,Luleå,Sweden,44,Gula Malacca,Condiments,"19,45","15,5",16,0,248,248
10278,1996-08-12 00:00:00.000,BERGS,Luleå,Sweden,59,Raclette Courdavault,Dairy Products,55,44,15,0,660,660
10278,1996-08-12 00:00:00.000,BERGS,Luleå,Sweden,63,Vegie-spread,Condiments,"43,9","35,1",8,0,"280,8","280,8"
10278,1996-08-12 00:00:00.000,BERGS,Luleå,Sweden,73,Röd Kaviar,Seafood,15,12,25,0,300,300
10279,1996-08-13 00:00:00.000,LEHMS,Frankfurt a.M.,Germany,17,Alice Mutton,Meat/Poultry,39,"31,2",15,"0,25",468,351
10280,1996-08-14 00:00:00.000,BERGS,Luleå,Sweden,24,Guaraná Fantástica,Beverages,"4,5","3,6",12,0,"43,2","43,2"
10280,1996-08-14 00:00:00.000,BERGS,Luleå,Sweden,55,Pâté chinois,Meat/Poultry,24,"19,2",20,0,384,384
10280,1996-08-14 00:00:00.000,BERGS,Luleå,Sweden,75,Rhönbräu Klosterbier,Beverages,"7,75","6,2",30,0,186,186
10281,1996-08-14 00:00:00.000,ROMEY,Madrid,Spain,19,Teatime Chocolate Biscuits,Confections,"9,2","7,3",1,0,"7,3","7,3"
10281,1996-08-14 00:00:00.000,ROMEY,Madrid,Spain,24,Guaraná Fantástica,Beverages,"4,5","3,6",6,0,"21,6","21,6"
10281,1996-08-14 00:00:00.000,ROMEY,Madrid,Spain,35,Steeleye Stout,Beverages,18,"14,4",4,0,"57,6","57,6"
10282,1996-08-15 00:00:00.000,ROMEY,Madrid,Spain,30,Nord-Ost Matjeshering,Seafood,"25,89","20,7",6,0,"124,2","124,2"
10282,1996-08-15 00:00:00.000,ROMEY,Madrid,Spain,57,Ravioli Angelo,Grains/Cereals,"19,5","15,6",2,0,"31,2","31,2"
10283,1996-08-16 00:00:00.000,LILAS,Barquisimeto,Venezuela,15,Genen Shouyu,Condiments,"15,5","12,4",20,0,248,248
10283,1996-08-16 00:00:00.000,LILAS,Barquisimeto,Venezuela,19,Teatime Chocolate Biscuits,Confections,"9,2","7,3",18,0,"131,4","131,4"
10283,1996-08-16 00:00:00.000,LILAS,Barquisimeto,Venezuela,60,Camembert Pierrot,Dairy Products,34,"27,2",35,0,952,952
10283,1996-08-16 00:00:00.000,LILAS,Barquisimeto,Venezuela,72,Mozzarella di Giovanni,Dairy Products,"34,8","27,8",3,0,"83,4","83,4"
10284,1996-08-19 00:00:00.000,LEHMS,Frankfurt a.M.,Germany,27,Schoggi Schokolade,Confections,"43,9","35,1",15,"0,25","526,5","394,875"
10284,1996-08-19 00:00:00.000,LEHMS,Frankfurt a.M.,Germany,44,Gula Malacca,Condiments,"19,45","15,5",21,0,"325,5","325,5"
10284,1996-08-19 00:00:00.000,LEHMS,Frankfurt a.M.,Germany,60,Camembert Pierrot,Dairy Products,34,"27,2",20,"0,25",544,408
10284,1996-08-19 00:00:00.000,LEHMS,Frankfurt a.M.,Germany,67,Laughing Lumberjack Lager,Beverages,14,"11,2",5,"0,25",56,42
10285,1996-08-20 00:00:00.000,QUICK,Cunewalde,Germany,1,Chai,Beverages,18,"14,4",45,"0,2",648,"518,4"
10285,1996-08-20 00:00:00.000,QUICK,Cunewalde,Germany,40,Boston Crab Meat,Seafood,"18,4","14,7",40,"0,2",588,"470,4"
10285,1996-08-20 00:00:00.000,QUICK,Cunewalde,Germany,53,Perth Pasties,Meat/Poultry,"32,8","26,2",36,"0,2","943,2","754,56"
10286,1996-08-21 00:00:00.000,QUICK,Cunewalde,Germany,35,Steeleye Stout,Beverages,18,"14,4",100,0,1440,1440
10286,1996-08-21 00:00:00.000,QUICK,Cunewalde,Germany,62,Tarte au sucre,Confections,"49,3","39,4",40,0,1576,1576
10287,1996-08-22 00:00:00.000,RICAR,Rio de Janeiro,Brazil,16,Pavlova,Confections,"17,45","13,9",40,"0,15",556,"472,6"
10287,1996-08-22 00:00:00.000,RICAR,Rio de Janeiro,Brazil,34,Sasquatch Ale,Beverages,14,"11,2",20,0,224,224
10287,1996-08-22 00:00:00.000,RICAR,Rio de Janeiro,Brazil,46,Spegesild,Seafood,12,"9,6",15,"0,15",144,"122,4"
10288,1996-08-23 00:00:00.000,REGGC,Reggio Emilia,Italy,54,Tourtière,Meat/Poultry,"7,45","5,9",10,"0,1",59,"53,1"
10288,1996-08-23 00:00:00.000,REGGC,Reggio Emilia,Italy,68,Scottish Longbreads,Confections,"12,5",10,3,"0,1",30,27
10289,1996-08-26 00:00:00.000,BSBEV,London,UK,3,Aniseed Syrup,Condiments,10,8,30,0,240,240
10289,1996-08-26 00:00:00.000,BSBEV,London,UK,64,Wimmers gute Semmelknödel,Grains/Cereals,"33,25","26,6",9,0,"239,4","239,4"
10290,1996-08-27 00:00:00.000,COMMI,Sao Paulo,Brazil,5,Chef Anton's Gumbo Mix,Condiments,"21,35",17,20,0,340,340
10290,1996-08-27 00:00:00.000,COMMI,Sao Paulo,Brazil,29,Thüringer Rostbratwurst,Meat/Poultry,"123,79",99,15,0,1485,1485
10290,1996-08-27 00:00:00.000,COMMI,Sao Paulo,Brazil,49,Maxilaku,Confections,20,16,15,0,240,240
10290,1996-08-27 00:00:00.000,COMMI,Sao Paulo,Brazil,77,Original Frankfurter grüne Soße,Condiments,13,"10,4",10,0,104,104
10291,1996-08-27 00:00:00.000,QUEDE,Rio de Janeiro,Brazil,13,Konbu,Seafood,6,"4,8",20,"0,1",96,"86,4"
10291,1996-08-27 00:00:00.000,QUEDE,Rio de Janeiro,Brazil,44,Gula Malacca,Condiments,"19,45","15,5",24,"0,1",372,"334,8"
10291,1996-08-27 00:00:00.000,QUEDE,Rio de Janeiro,Brazil,51,Manjimup Dried Apples,Produce,53,"42,4",2,"0,1","84,8","76,32"
10292,1996-08-28 00:00:00.000,TRADH,Sao Paulo,Brazil,20,Sir Rodney's Marmalade,Confections,81,"64,8",20,0,1296,1296
10293,1996-08-29 00:00:00.000,TORTU,México D.F.,Mexico,18,Carnarvon Tigers,Seafood,"62,5",50,12,0,600,600
10293,1996-08-29 00:00:00.000,TORTU,México D.F.,Mexico,24,Guaraná Fantástica,Beverages,"4,5","3,6",10,0,36,36
10293,1996-08-29 00:00:00.000,TORTU,México D.F.,Mexico,63,Vegie-spread,Condiments,"43,9","35,1",5,0,"175,5","175,5"
10293,1996-08-29 00:00:00.000,TORTU,México D.F.,Mexico,75,Rhönbräu Klosterbier,Beverages,"7,75","6,2",6,0,"37,2","37,2"
10294,1996-08-30 00:00:00.000,RATTC,Albuquerque,USA,1,Chai,Beverages,18,"14,4",18,0,"259,2","259,2"
10294,1996-08-30 00:00:00.000,RATTC,Albuquerque,USA,17,Alice Mutton,Meat/Poultry,39,"31,2",15,0,468,468
10294,1996-08-30 00:00:00.000,RATTC,Albuquerque,USA,43,Ipoh Coffee,Beverages,46,"36,8",15,0,552,552
10294,1996-08-30 00:00:00.000,RATTC,Albuquerque,USA,60,Camembert Pierrot,Dairy Products,34,"27,2",21,0,"571,2","571,2"
10294,1996-08-30 00:00:00.000,RATTC,Albuquerque,USA,75,Rhönbräu Klosterbier,Beverages,"7,75","6,2",6,0,"37,2","37,2"
10295,1996-09-02 00:00:00.000,VINET,Reims,France,56,Gnocchi di nonna Alice,Grains/Cereals,38,"30,4",4,0,"121,6","121,6"
10296,1996-09-03 00:00:00.000,LILAS,Barquisimeto,Venezuela,11,Queso Cabrales,Dairy Products,21,"16,8",12,0,"201,6","201,6"
10296,1996-09-03 00:00:00.000,LILAS,Barquisimeto,Venezuela,16,Pavlova,Confections,"17,45","13,9",30,0,417,417
10296,1996-09-03 00:00:00.000,LILAS,Barquisimeto,Venezuela,69,Gudbrandsdalsost,Dairy Products,36,"28,8",15,0,432,432
10297,1996-09-04 00:00:00.000,BLONP,Strasbourg,France,39,Chartreuse verte,Beverages,18,"14,4",60,0,864,864
10297,1996-09-04 00:00:00.000,BLONP,Strasbourg,France,72,Mozzarella di Giovanni,Dairy Products,"34,8","27,8",20,0,556,556
10298,1996-09-05 00:00:00.000,HUNGO,Cork,Ireland,2,Chang,Beverages,19,"15,2",40,0,608,608
10298,1996-09-05 00:00:00.000,HUNGO,Cork,Ireland,36,Inlagd Sill,Seafood,19,"15,2",40,"0,25",608,456
10298,1996-09-05 00:00:00.000,HUNGO,Cork,Ireland,59,Raclette Courdavault,Dairy Products,55,44,30,"0,25",1320,990
10298,1996-09-05 00:00:00.000,HUNGO,Cork,Ireland,62,Tarte au sucre,Confections,"49,3","39,4",15,0,591,591
10299,1996-09-06 00:00:00.000,RICAR,Rio de Janeiro,Brazil,19,Teatime Chocolate Biscuits,Confections,"9,2","7,3",15,0,"109,5","109,5"
10299,1996-09-06 00:00:00.000,RICAR,Rio de Janeiro,Brazil,70,Outback Lager,Beverages,15,12,20,0,240,240
10300,1996-09-09 00:00:00.000,MAGAA,Bergamo,Italy,66,Louisiana Hot Spiced Okra,Condiments,17,"13,6",30,0,408,408
10300,1996-09-09 00:00:00.000,MAGAA,Bergamo,Italy,68,Scottish Longbreads,Confections,"12,5",10,20,0,200,200
10301,1996-09-09 00:00:00.000,WANDK,Stuttgart,Germany,40,Boston Crab Meat,Seafood,"18,4","14,7",10,0,147,147
10301,1996-09-09 00:00:00.000,WANDK,Stuttgart,Germany,56,Gnocchi di nonna Alice,Grains/Cereals,38,"30,4",20,0,608,608
10302,1996-09-10 00:00:00.000,SUPRD,Charleroi,Belgium,17,Alice Mutton,Meat/Poultry,39,"31,2",40,0,1248,1248
10302,1996-09-10 00:00:00.000,SUPRD,Charleroi,Belgium,28,Rössle Sauerkraut,Produce,"45,6","36,4",28,0,"1019,2","1019,2"
10302,1996-09-10 00:00:00.000,SUPRD,Charleroi,Belgium,43,Ipoh Coffee,Beverages,46,"36,8",12,0,"441,6","441,6"
10303,1996-09-11 00:00:00.000,GODOS,Sevilla,Spain,40,Boston Crab Meat,Seafood,"18,4","14,7",40,"0,1",588,"529,2"
10303,1996-09-11 00:00:00.000,GODOS,Sevilla,Spain,65,Louisiana Fiery Hot Pepper Sauce,Condiments,"21,05","16,8",30,"0,1",504,"453,6"
10303,1996-09-11 00:00:00.000,GODOS,Sevilla,Spain,68,Scottish Longbreads,Confections,"12,5",10,15,"0,1",150,135
10304,1996-09-12 00:00:00.000,TORTU,México D.F.,Mexico,49,Maxilaku,Confections,20,16,30,0,480,480
10304,1996-09-12 00:00:00.000,TORTU,México D.F.,Mexico,59,Raclette Courdavault,Dairy Products,55,44,10,0,440,440
10304,1996-09-12 00:00:00.000,TORTU,México D.F.,Mexico,71,Flotemysost,Dairy Products,"21,5","17,2",2,0,"34,4","34,4"
10305,1996-09-13 00:00:00.000,OLDWO,Anchorage,USA,18,Carnarvon Tigers,Seafood,"62,5",50,25,"0,1",1250,1125
10305,1996-09-13 00:00:00.000,OLDWO,Anchorage,USA,29,Thüringer Rostbratwurst,Meat/Poultry,"123,79",99,25,"0,1",2475,"2227,5"
10305,1996-09-13 00:00:00.000,OLDWO,Anchorage,USA,39,Chartreuse verte,Beverages,18,"14,4",30,"0,1",432,"388,8"
10306,1996-09-16 00:00:00.000,ROMEY,Madrid,Spain,30,Nord-Ost Matjeshering,Seafood,"25,89","20,7",10,0,207,207
10306,1996-09-16 00:00:00.000,ROMEY,Madrid,Spain,53,Perth Pasties,Meat/Poultry,"32,8","26,2",10,0,262,262
10306,1996-09-16 00:00:00.000,ROMEY,Madrid,Spain,54,Tourtière,Meat/Poultry,"7,45","5,9",5,0,"29,5","29,5"
10307,1996-09-17 00:00:00.000,LONEP,Portland,USA,62,Tarte au sucre,Confections,"49,3","39,4",10,0,394,394
10307,1996-09-17 00:00:00.000,LONEP,Portland,USA,68,Scottish Longbreads,Confections,"12,5",10,3,0,30,30
10308,1996-09-18 00:00:00.000,ANATR,México D.F.,Mexico,69,Gudbrandsdalsost,Dairy Products,36,"28,8",1,0,"28,8","28,8"
10308,1996-09-18 00:00:00.000,ANATR,México D.F.,Mexico,70,Outback Lager,Beverages,15,12,5,0,60,60
10309,1996-09-19 00:00:00.000,HUNGO,Cork,Ireland,4,Chef Anton's Cajun Seasoning,Condiments,22,"17,6",20,0,352,352
10309,1996-09-19 00:00:00.000,HUNGO,Cork,Ireland,6,Grandma's Boysenberry Spread,Condiments,25,20,30,0,600,600
10309,1996-09-19 00:00:00.000,HUNGO,Cork,Ireland,42,Singaporean Hokkien Fried Mee,Grains/Cereals,14,"11,2",2,0,"22,4","22,4"
10309,1996-09-19 00:00:00.000,HUNGO,Cork,Ireland,43,Ipoh Coffee,Beverages,46,"36,8",20,0,736,736
10309,1996-09-19 00:00:00.000,HUNGO,Cork,Ireland,71,Flotemysost,Dairy Products,"21,5","17,2",3,0,"51,6","51,6"
10310,1996-09-20 00:00:00.000,THEBI,Portland,USA,16,Pavlova,Confections,"17,45","13,9",10,0,139,139
10310,1996-09-20 00:00:00.000,THEBI,Portland,USA,62,Tarte au sucre,Confections,"49,3","39,4",5,0,197,197
10311,1996-09-20 00:00:00.000,DUMON,Nantes,France,42,Singaporean Hokkien Fried Mee,Grains/Cereals,14,"11,2",6,0,"67,2","67,2"
10311,1996-09-20 00:00:00.000,DUMON,Nantes,France,69,Gudbrandsdalsost,Dairy Products,36,"28,8",7,0,"201,6","201,6"
10312,1996-09-23 00:00:00.000,WANDK,Stuttgart,Germany,28,Rössle Sauerkraut,Produce,"45,6","36,4",4,0,"145,6","145,6"
10312,1996-09-23 00:00:00.000,WANDK,Stuttgart,Germany,43,Ipoh Coffee,Beverages,46,"36,8",24,0,"883,2","883,2"
10312,1996-09-23 00:00:00.000,WANDK,Stuttgart,Germany,53,Perth Pasties,Meat/Poultry,"32,8","26,2",20,0,524,524
10312,1996-09-23 00:00:00.000,WANDK,Stuttgart,Germany,75,Rhönbräu Klosterbier,Beverages,"7,75","6,2",10,0,62,62
10313,1996-09-24 00:00:00.000,QUICK,Cunewalde,Germany,36,Inlagd Sill,Seafood,19,"15,2",12,0,"182,4","182,4"
10314,1996-09-25 00:00:00.000,RATTC,Albuquerque,USA,32,Mascarpone Fabioli,Dairy Products,32,"25,6",40,"0,1",1024,"921,6"
10314,1996-09-25 00:00:00.000,RATTC,Albuquerque,USA,58,Escargots de Bourgogne,Seafood,"13,25","10,6",30,"0,1",318,"286,2"
10314,1996-09-25 00:00:00.000,RATTC,Albuquerque,USA,62,Tarte au sucre,Confections,"49,3","39,4",25,"0,1",985,"886,5"
10315,1996-09-26 00:00:00.000,ISLAT,Cowes,UK,34,Sasquatch Ale,Beverages,14,"11,2",14,0,"156,8","156,8"
10315,1996-09-26 00:00:00.000,ISLAT,Cowes,UK,70,Outback Lager,Beverages,15,12,30,0,360,360
10316,1996-09-27 00:00:00.000,RATTC,Albuquerque,USA,41,Jack's New England Clam Chowder,Seafood,"9,65","7,7",10,0,77,77
10316,1996-09-27 00:00:00.000,RATTC,Albuquerque,USA,62,Tarte au sucre,Confections,"49,3","39,4",70,0,2758,2758
10317,1996-09-30 00:00:00.000,LONEP,Portland,USA,1,Chai,Beverages,18,"14,4",20,0,288,288
10318,1996-10-01 00:00:00.000,ISLAT,Cowes,UK,41,Jack's New England Clam Chowder,Seafood,"9,65","7,7",20,0,154,154
10318,1996-10-01 00:00:00.000,ISLAT,Cowes,UK,76,Lakkalikööri,Beverages,18,"14,4",6,0,"86,4","86,4"
10319,1996-10-02 00:00:00.000,TORTU,México D.F.,Mexico,17,Alice Mutton,Meat/Poultry,39,"31,2",8,0,"249,6","249,6"
10319,1996-10-02 00:00:00.000,TORTU,México D.F.,Mexico,28,Rössle Sauerkraut,Produce,"45,6","36,4",14,0,"509,6","509,6"
10319,1996-10-02 00:00:00.000,TORTU,México D.F.,Mexico,76,Lakkalikööri,Beverages,18,"14,4",30,0,432,432
10320,1996-10-03 00:00:00.000,WARTH,Oulu,Finland,71,Flotemysost,Dairy Products,"21,5","17,2",30,0,516,516
10321,1996-10-03 00:00:00.000,ISLAT,Cowes,UK,35,Steeleye Stout,Beverages,18,"14,4",10,0,144,144
10322,1996-10-04 00:00:00.000,PERIC,México D.F.,Mexico,52,Filo Mix,Grains/Cereals,7,"5,6",20,0,112,112
10323,1996-10-07 00:00:00.000,KOENE,Brandenburg,Germany,15,Genen Shouyu,Condiments,"15,5","12,4",5,0,62,62
10323,1996-10-07 00:00:00.000,KOENE,Brandenburg,Germany,25,NuNuCa Nuß-Nougat-Creme,Confections,14,"11,2",4,0,"44,8","44,8"
